Species,Year,Quarter,Length,Sexo,PesoMgayi,BodyWeight,Preyweight,ISU
Otros,92,2,46,2,719.4265389,740.72696,2.804029298,6.958567389
Otros,92,2,46,1,638.8076871,621.97704,1.050496288,6.383640471
Otros,92,2,46,2,719.4265389,740.72696,0.011095319,11.10886406
Otros,92,2,46,2,719.4265389,740.72696,8.156552877,4.508810444
Otros,92,2,46,2,719.4265389,740.72696,20.56,6.895314155
Otros,92,2,46,1,638.8076871,621.97704,0.704029298,6.783838486
Otros,92,2,46,2,719.4265389,740.72696,16.52,6.830775634
Otros,92,2,46,2,719.4265389,740.72696,0.011095319,11.10886406
Otros,92,2,46,2,719.4265389,740.72696,0.159581172,8.442834655
Otros,92,2,46,2,719.4265389,740.72696,4.861633174,5.026257657
Otros,92,2,46,2,719.4265389,740.72696,3.277784078,5.420464474
Otros,92,2,46,2,719.4265389,740.72696,2.436364246,5.717125217
Otros,92,2,46,2,719.4265389,740.72696,0.908067024,6.70406917
Otros,92,2,46,2,719.4265389,740.72696,19.26,3.649601676
Otros,92,2,46,1,638.8076871,621.97704,24.9,5.599994056
Otros,92,2,46,2,719.4265389,740.72696,0.209076456,8.172687359
Otros,92,2,46,2,719.4265389,740.72696,1.2,6.512321903
Otros,92,2,46,1,638.8076871,621.97704,12.03844939,3.944797536
Otros,92,2,46,1,638.8076871,621.97704,14.98,8.958631823
Otros,92,2,46,2,719.4265389,740.72696,3.650496288,5.312768955
Otros,92,2,46,2,719.4265389,740.72696,1.9,5.965778196
Otros,92,2,46,2,719.4265389,740.72696,13.47381263,4.006884086
Otros,92,2,46,2,719.4265389,740.72696,10.01418989,4.303629006
Otros,92,2,46,2,719.4265389,740.72696,1.355543446,6.303429642
Otros,92,2,46,2,719.4265389,740.72696,1.396963278,6.273331289
Otros,92,2,46,2,719.4265389,740.72696,5.950529427,4.824151887
Otros,92,2,46,2,719.4265389,740.72696,0.357562309,7.636077725
Otros,92,2,46,1,638.8076871,621.97704,30,3.031705797
Otros,92,2,46,2,719.4265389,740.72696,3.08,5.482702485
Otros,92,2,46,2,719.4265389,740.72696,0.110085887,8.814126506
Otros,92,2,46,2,719.4265389,740.72696,3.3,5.413709614
Otros,92,2,46,1,638.8076871,621.97704,0.011095319,10.93413516
Otros,92,2,46,2,719.4265389,740.72696,9.7,4.99819417
Otros,92,2,46,2,719.4265389,740.72696,7.682864375,4.568639639
Otros,92,2,46,1,638.8076871,621.97704,6.247501133,4.600721614
Otros,92,2,46,1,638.8076871,621.97704,5.9,4.657950828
Otros,92,2,46,2,719.4265389,740.72696,0.19,8.268363289
Otros,92,2,46,1,638.8076871,621.97704,4.119203911,5.01724326
Otros,92,2,46,1,638.8076871,621.97704,1.86,5.812326691
Otros,92,2,46,2,719.4265389,740.72696,1.06,6.549363174
Otros,92,2,46,2,719.4265389,740.72696,2.733335952,5.602109259
Otros,92,2,46,2,719.4265389,740.72696,1.83,6.003316116
Otros,92,2,46,1,638.8076871,621.97704,13.49112846,3.830870861
Otros,92,2,46,1,638.8076871,621.97704,25.01,5.473552958
Otros,92,2,46,2,719.4265389,740.72696,3.8952605,5.347677748
Otros,92,2,46,2,719.4265389,740.72696,13.51,5.757481153
Otros,92,2,46,2,719.4265389,740.72696,5.307090732,4.938588282
Otros,92,2,46,2,719.4265389,740.72696,9.662675745,4.33936148
Otros,92,2,46,2,719.4265389,740.72696,10.50409558,4.255866846
Otros,92,2,46,1,638.8076871,621.97704,9.2,4.213699695
Otros,92,2,46,2,719.4265389,740.72696,0.060590603,9.411247543
Otros,92,2,46,2,719.4265389,740.72696,4.218194479,5.168224894
Otros,92,2,46,2,719.4265389,740.72696,1.149486856,6.468316451
Otros,92,2,46,2,719.4265389,740.72696,3.376774647,5.390711075
Otros,92,2,47,1,679.7712761,663.42897,4.79,9.493154068
Otros,92,2,47,1,679.7712761,663.42897,7.9,6.854096738
Otros,92,2,47,1,679.7712761,663.42897,4.9,5.664512672
Otros,92,2,47,1,679.7712761,663.42897,3.6,5.216487949
Otros,92,2,47,1,679.7712761,663.42897,3.3,5.303499326
Otros,92,2,47,1,679.7712761,663.42897,1.54544913,6.062107227
Otros,92,2,47,1,679.7712761,663.42897,5.059614311,4.876131537
Otros,92,2,47,1,679.7712761,663.42897,0.060590603,9.301037256
Otros,92,2,47,1,679.7712761,663.42897,0.4,7.413712526
Otros,92,2,47,1,679.7712761,663.42897,18.6,3.574260214
Otros,92,2,47,2,763.0941539,790.09303,9.94,4.375583677
Otros,92,2,47,1,679.7712761,663.42897,0.110085887,8.703916218
Otros,92,2,47,1,679.7712761,663.42897,1.41,6.15383209
Otros,92,2,47,2,763.0941539,790.09303,13.83,4.045310552
Otros,92,2,47,1,679.7712761,663.42897,7.43,4.491895936
Otros,92,2,47,1,679.7712761,663.42897,0.555543446,7.085230258
Otros,92,2,47,2,763.0941539,790.09303,11.64248711,4.217489609
Otros,92,2,47,1,679.7712761,663.42897,15.6,3.75015088
Otros,92,2,47,2,763.0941539,790.09303,0.060590603,9.475766159
Otros,92,2,47,1,679.7712761,663.42897,5.7,4.75695562
Otros,92,2,47,2,763.0941539,790.09303,9.860656882,4.383597911
Otros,92,2,47,1,679.7712761,663.42897,3.398982141,5.273945778
Otros,92,2,47,1,679.7712761,663.42897,2.5,6.720565346
Otros,92,2,47,1,679.7712761,663.42897,0.555543446,7.085230258
Otros,92,2,47,1,679.7712761,663.42897,7.8,4.443298061
Otros,92,2,47,2,763.0941539,790.09303,7.817185047,5.209547118
Otros,92,2,47,1,679.7712761,663.42897,0.4,7.413712526
Otros,92,2,47,1,679.7712761,663.42897,0.011095319,10.99865377
Otros,92,2,47,1,679.7712761,663.42897,0.902010435,6.600550985
Otros,92,2,47,2,763.0941539,790.09303,1.997,5.980504644
Otros,92,2,47,1,679.7712761,663.42897,20.1,6.402111615
Otros,92,2,47,2,763.0941539,790.09303,6.2,4.847601406
Otros,92,2,47,1,679.7712761,663.42897,3.499991572,6.402119276
Otros,92,2,47,1,679.7712761,663.42897,2.83232652,5.456323329
Otros,92,2,47,1,679.7712761,663.42897,4.347562309,7.525867437
Otros,92,2,47,1,679.7712761,663.42897,0.339581172,8.332624368
Otros,92,2,47,2,763.0941539,790.09303,2.337373678,5.823122759
Otros,92,2,47,2,763.0941539,790.09303,0.25857174,8.024732797
Otros,92,2,47,2,763.0941539,790.09303,0.704029298,7.023086005
Otros,92,2,47,2,763.0941539,790.09303,19.85,4.95835277
Otros,92,2,47,2,763.0941539,790.09303,20.76,3.63912264
Otros,92,2,47,2,763.0941539,790.09303,8.070085887,4.583986573
Otros,92,2,47,2,763.0941539,790.09303,1.842420836,6.06107032
Otros,92,2,47,2,763.0941539,790.09303,0.726552877,6.991594713
Otros,92,2,47,2,763.0941539,790.09303,2.74,9.485561415
Otros,92,2,47,2,763.0941539,790.09303,2.9,5.607439961
Otros,92,2,47,2,763.0941539,790.09303,7.979836081,4.595232828
Otros,92,2,47,2,763.0941539,790.09303,0.506048161,7.353274132
Otros,92,2,47,2,763.0941539,790.09303,0.011095319,11.17338267
Otros,92,2,47,2,763.0941539,790.09303,19.09,10.5841737
Otros,92,2,47,2,763.0941539,790.09303,0.25857174,8.024732797
Otros,92,2,47,2,763.0941539,790.09303,2,6.409786434
Otros,92,2,47,2,763.0941539,790.09303,16.1,3.893331426
Otros,92,2,47,1,679.7712761,663.42897,9.860656882,4.208869007
Otros,92,2,47,1,679.7712761,663.42897,17.77990236,3.619353056
Otros,92,2,47,1,679.7712761,663.42897,0.308067024,7.674859703
Otros,92,2,47,1,679.7712761,663.42897,9.464694608,4.249853276
Otros,92,2,47,1,679.7712761,663.42897,1.248477425,6.275497046
Otros,92,2,47,1,679.7712761,663.42897,3.4,5.273646363
Otros,92,2,47,1,679.7712761,663.42897,0.011095319,10.99865377
Otros,92,2,47,1,679.7712761,663.42897,7.2,7.190568975
Otros,92,2,47,2,763.0941539,790.09303,14.7,3.984303204
Otros,92,2,47,2,763.0941539,790.09303,6.793968122,4.75611552
Otros,92,2,47,2,763.0941539,790.09303,0.3,7.876123502
Otros,92,2,47,2,763.0941539,790.09303,6.59,4.78659735
Otros,92,2,47,2,763.0941539,790.09303,0.110085887,8.878645121
Otros,92,2,47,2,763.0941539,790.09303,1.27,6.433133798
Otros,92,2,47,2,763.0941539,790.09303,3.5252605,5.412196364
Otros,92,2,47,2,763.0941539,790.09303,6.5,7.365297879
Otros,92,2,47,2,763.0941539,790.09303,4.789897257,5.105641736
Otros,92,2,47,2,763.0941539,790.09303,4.69,5.126718116
Otros,92,2,47,2,763.0941539,790.09303,5.5,8.974735791
Otros,92,2,47,2,763.0941539,790.09303,1.050496288,6.62288799
Otros,92,2,47,2,763.0941539,790.09303,23.4,3.519414676
Otros,92,2,47,2,763.0941539,790.09303,4.317185047,5.209547118
Otros,92,2,47,2,763.0941539,790.09303,0.407057593,7.570951296
Otros,92,2,47,2,763.0941539,790.09303,0.308067024,7.849588606
Otros,92,2,47,2,763.0941539,790.09303,0.011095319,11.17338267
Otros,92,2,47,2,763.0941539,790.09303,6.09901528,4.864023369
Otros,92,2,47,2,763.0941539,790.09303,11.1,4.26520559
Otros,92,2,47,2,763.0941539,790.09303,3,5.573538409
Otros,92,2,47,2,763.0941539,790.09303,3.6,5.391216853
Otros,92,2,47,2,763.0941539,790.09303,0.7,7.028825642
Otros,92,2,47,2,763.0941539,790.09303,2.980812373,5.579954826
Otros,92,2,47,2,763.0941539,790.09303,26.3,3.402581759
Otros,92,2,47,2,763.0941539,790.09303,0.110085887,8.878645121
Otros,92,2,47,2,763.0941539,790.09303,0.110085887,8.878645121
Otros,92,2,47,2,763.0941539,790.09303,5.505071869,4.966480873
Otros,92,2,47,2,763.0941539,790.09303,0.25857174,8.024732797
Otros,92,2,47,2,763.0941539,790.09303,10.65948686,6.532835067
Otros,92,2,47,2,763.0941539,790.09303,1.95,6.004321325
Otros,92,2,47,2,763.0941539,790.09303,1,6.672150698
Otros,92,2,47,2,763.0941539,790.09303,1.053524582,6.955144335
Otros,92,2,47,2,763.0941539,790.09303,3.91,5.308613324
Otros,92,2,47,2,763.0941539,790.09303,0.308067024,7.849588606
Otros,92,2,47,2,763.0941539,790.09303,3.3,5.47822823
Otros,92,2,47,2,763.0941539,790.09303,0.209076456,8.237205974
Otros,92,2,47,2,763.0941539,790.09303,0.1,8.974735791
Otros,92,2,47,2,763.0941539,790.09303,0.951505719,6.721860279
Otros,92,2,47,2,763.0941539,790.09303,1,6.672150698
Otros,92,2,47,2,763.0941539,790.09303,0.159581172,8.507353271
Otros,92,2,47,2,763.0941539,790.09303,2.09,5.934986632
Otros,92,2,47,2,763.0941539,790.09303,0.753524582,6.955144335
Otros,92,2,47,2,763.0941539,790.09303,7.01,5.448375266
Otros,92,2,47,2,763.0941539,790.09303,0.704029298,7.023086005
Otros,92,2,47,2,763.0941539,790.09303,0.951505719,6.721860279
Otros,92,2,47,1,679.7712761,663.42897,9.3,10.4094448
Otros,92,2,47,2,763.0941539,790.09303,55.6,2.653967497
Otros,92,2,47,1,679.7712761,663.42897,7.8,4.443298061
Otros,92,2,47,1,679.7712761,663.42897,0.456552877,7.281472549
Otros,92,2,47,1,679.7712761,663.42897,0.159581172,8.332624368
Otros,92,2,47,1,679.7712761,663.42897,0.803019867,6.716797619
Otros,92,2,47,1,679.7712761,663.42897,2.75,5.485820883
Otros,92,2,47,2,763.0941539,790.09303,7.2,4.698069672
Otros,92,2,47,2,763.0941539,790.09303,37.7,3.042490604
Otros,92,2,47,1,679.7712761,663.42897,2.6,5.54191035
Otros,92,2,47,1,679.7712761,663.42897,0.060590603,9.301037256
Otros,92,2,47,1,679.7712761,663.42897,0.308067024,7.674859703
Otros,92,2,47,1,679.7712761,663.42897,1.60503873,6.024273908
Otros,92,2,47,1,679.7712761,663.42897,4.366680332,5.023418724
Otros,92,2,47,1,679.7712761,663.42897,1.248477425,6.275497046
Otros,92,2,47,1,679.7712761,663.42897,0.159581172,8.332624368
Otros,92,2,47,1,679.7712761,663.42897,0.951505719,6.547131376
Otros,92,2,47,1,679.7712761,663.42897,3.822232205,5.156587196
Otros,92,2,47,1,679.7712761,663.42897,6.429203911,4.636571073
Otros,92,2,47,1,679.7712761,663.42897,3.129298226,5.356613024
Otros,92,2,47,1,679.7712761,663.42897,8.078826649,4.408175149
Otros,92,2,47,1,679.7712761,663.42897,1.198982141,6.315948814
Otros,92,2,47,1,679.7712761,663.42897,2.535354815,5.567088201
Otros,92,2,47,1,679.7712761,663.42897,0.852515151,6.656986092
Otros,92,2,47,1,679.7712761,663.42897,4.218194479,5.058014607
Otros,92,2,48,1,722.4157004,706.68288,15.28037394,3.834012766
Otros,92,2,48,2,808.4087137,841.60512,0.852515151,6.894875223
Otros,92,2,48,1,722.4157004,706.68288,1.001001004,6.559581519
Otros,92,2,48,1,722.4157004,706.68288,1.501001004,6.559581519
Otros,92,2,48,2,808.4087137,841.60512,0.308067024,7.912748834
Otros,92,2,48,2,808.4087137,841.60512,0.407057593,7.634111523
Otros,92,2,48,2,808.4087137,841.60512,5.411095319,5.046859391
Otros,92,2,48,2,808.4087137,841.60512,19.1,6.640000746
Otros,92,2,48,1,722.4157004,706.68288,0.159581172,8.395784595
Otros,92,2,48,2,808.4087137,841.60512,0.506048161,7.416434359
Otros,92,2,48,2,808.4087137,841.60512,5.010119027,5.123851253
Otros,92,2,48,2,808.4087137,841.60512,10.96806702,6.068473314
Otros,92,2,48,2,808.4087137,841.60512,29.4,6.958454477
Otros,92,2,48,2,808.4087137,841.60512,1.6,6.265307296
Otros,92,2,48,2,808.4087137,841.60512,7.286902102,4.749232422
Otros,92,2,48,2,808.4087137,841.60512,0.357562309,7.763756568
Otros,92,2,48,2,808.4087137,841.60512,0.506048161,7.416434359
Otros,92,2,48,2,808.4087137,841.60512,0.25857174,8.087893025
Otros,92,2,48,2,808.4087137,841.60512,6.658699195,4.839386776
Otros,92,2,48,1,722.4157004,706.68288,0.209076456,8.125637298
Otros,92,2,48,1,722.4157004,706.68288,15.1,5.530962605
Otros,92,2,48,1,722.4157004,706.68288,16.57,9.219842059
Otros,92,2,48,1,722.4157004,706.68288,5.649109595,4.929556881
Otros,92,2,48,1,722.4157004,706.68288,12.4,5.818644677
Otros,92,2,48,1,722.4157004,706.68288,0.060590603,9.364197483
Otros,92,2,48,1,722.4157004,706.68288,3.84,5.215109656
Otros,92,2,48,1,722.4157004,706.68288,1.743430267,6.004727432
Otros,92,2,48,2,808.4087137,841.60512,24.14,3.907997304
Otros,92,2,48,2,808.4087137,841.60512,14.04952,4.935331996
Otros,92,2,48,2,808.4087137,841.60512,16.2,3.950299683
Otros,92,2,48,2,808.4087137,841.60512,7.510085887,4.719064023
Otros,92,2,48,2,808.4087137,841.60512,18.67,7.428458106
Otros,92,2,48,2,808.4087137,841.60512,11.25,7.533818622
Otros,92,2,48,1,722.4157004,706.68288,13.68,3.94464711
Otros,92,2,48,2,808.4087137,841.60512,10.88686896,4.347753545
Otros,92,2,48,2,808.4087137,841.60512,0.308067024,7.912748834
Otros,92,2,48,2,808.4087137,841.60512,2.18,5.955986049
Otros,92,2,48,1,722.4157004,706.68288,1.54544913,6.125267455
Otros,92,2,48,2,808.4087137,841.60512,0.49,7.448660813
Otros,92,2,48,2,808.4087137,841.60512,25.19,3.508863835
Otros,92,2,48,2,808.4087137,841.60512,4.010496288,5.346395929
Otros,92,2,48,2,808.4087137,841.60512,13.8,4.110642333
Otros,92,2,48,2,808.4087137,841.60512,2.23838311,5.929557146
Otros,92,2,48,2,808.4087137,841.60512,12.8,4.185865755
Otros,92,2,48,1,722.4157004,706.68288,2.2,5.772124662
Otros,92,2,48,2,808.4087137,841.60512,4.317185047,5.272707345
Otros,92,2,48,1,722.4157004,706.68288,5.08857174,4.933584832
Otros,92,2,48,2,808.4087137,841.60512,5.44,6.246730911
Otros,92,2,48,1,722.4157004,706.68288,6.42,4.701163904
Otros,92,2,48,1,722.4157004,706.68288,10.59863802,4.252150252
Otros,92,2,48,2,808.4087137,841.60512,0.060590603,9.538926387
Otros,92,2,48,2,808.4087137,841.60512,8.07,6.164331379
Otros,92,2,48,1,722.4157004,706.68288,0.060590603,9.364197483
Otros,92,2,48,1,722.4157004,706.68288,4.39,5.081252795
Otros,92,2,48,2,808.4087137,841.60512,13.22633621,4.153100916
Otros,92,2,48,1,722.4157004,706.68288,6.3,7.253729203
Otros,92,2,48,1,722.4157004,706.68288,5.7,4.820115847
Otros,92,2,48,2,808.4087137,841.60512,0.25857174,8.087893025
Otros,92,2,48,2,808.4087137,841.60512,1.099991572,6.640008408
Otros,92,2,48,2,808.4087137,841.60512,26.6,6.093457039
Otros,92,2,48,2,808.4087137,841.60512,0.209076456,8.300366202
Otros,92,2,48,1,722.4157004,706.68288,1.77,5.989602476
Otros,92,2,48,2,808.4087137,841.60512,0.308067024,7.912748834
Otros,92,2,48,1,722.4157004,706.68288,0.011095319,11.061814
Otros,92,2,48,2,808.4087137,841.60512,2.139392541,5.974788996
Otros,92,2,48,1,722.4157004,706.68288,21.7,3.483269762
Otros,92,2,48,1,722.4157004,706.68288,0.011095319,11.061814
Otros,92,2,48,2,808.4087137,841.60512,27.01,4.520464747
Otros,92,2,48,1,722.4157004,706.68288,11.9,4.278199636
Otros,92,2,48,2,808.4087137,841.60512,3.728288794,5.563358714
Otros,92,2,48,1,722.4157004,706.68288,2.089897257,5.823467117
Otros,92,2,48,1,722.4157004,706.68288,4.057562309,5.878717093
Otros,92,2,48,2,808.4087137,841.60512,0.060590603,9.538926387
Otros,92,2,48,1,722.4157004,706.68288,0.902010435,6.663711212
Otros,92,2,48,1,722.4157004,706.68288,13.96,3.924385925
Otros,92,2,48,2,808.4087137,841.60512,2.980812373,5.643115054
Otros,92,2,48,2,808.4087137,841.60512,0.011095319,11.2365429
Otros,92,2,48,2,808.4087137,841.60512,6.35,4.886856113
Otros,92,2,48,1,722.4157004,706.68288,1.248477425,6.338657273
Otros,92,2,48,1,722.4157004,706.68288,1.644439699,6.063182305
Otros,92,2,48,1,722.4157004,706.68288,1.6,6.090578393
Otros,92,2,48,1,722.4157004,706.68288,8.81,6.961059589
Otros,92,2,48,1,722.4157004,706.68288,3.129298226,5.419773252
Otros,92,2,48,1,722.4157004,706.68288,0.259581172,7.909267847
Otros,92,2,48,2,808.4087137,841.60512,6.494977554,4.864281731
Otros,92,2,48,1,722.4157004,706.68288,1.45857174,6.602892895
Otros,92,2,48,1,722.4157004,706.68288,11.35,4.131364278
Otros,92,2,48,1,722.4157004,706.68288,0.803019867,6.779957847
Otros,92,2,48,1,722.4157004,706.68288,3.8,5.225580955
Otros,92,2,48,1,722.4157004,706.68288,1.8,5.972795357
Otros,92,2,48,1,722.4157004,706.68288,2,5.867434842
Otros,92,2,48,2,808.4087137,841.60512,6.296996417,4.895238165
Otros,92,2,48,2,808.4087137,841.60512,6.742453975,4.826886976
Otros,92,2,48,2,808.4087137,841.60512,8.474788923,4.598215178
Otros,92,2,48,1,722.4157004,706.68288,10.62,6.128799606
Otros,92,2,48,1,722.4157004,706.68288,26.81,3.27180707
Otros,92,2,48,1,722.4157004,706.68288,39.7,2.879230834
Otros,92,2,48,1,722.4157004,706.68288,9.266713471,4.334153239
Otros,92,2,48,2,808.4087137,841.60512,2.356552877,7.51936168
Otros,92,2,48,1,722.4157004,706.68288,19.8,6.378260465
Otros,92,2,48,2,808.4087137,841.60512,13.1,4.162698695
Otros,92,2,48,2,808.4087137,841.60512,0.130590603,8.770998942
Otros,92,2,48,1,722.4157004,706.68288,6.660590603,4.664373862
Otros,92,2,48,1,722.4157004,706.68288,0.902010435,6.663711212
Otros,92,2,48,1,722.4157004,706.68288,50.1,2.646561014
Otros,92,2,48,2,808.4087137,841.60512,0.78,6.983772285
Otros,92,2,48,2,808.4087137,841.60512,20.14295869,3.732456143
Otros,92,2,48,2,808.4087137,841.60512,8.276807786,4.621853565
Otros,92,2,48,1,722.4157004,706.68288,0.48,7.294551197
Otros,92,2,48,1,722.4157004,706.68288,12.92,4.001805524
Otros,92,2,48,2,808.4087137,841.60512,0.311095319,7.902966848
Otros,92,2,48,2,808.4087137,841.60512,0.159581172,8.570513499
Otros,92,2,48,1,722.4157004,706.68288,4.9,4.971346817
Otros,92,2,48,2,808.4087137,841.60512,3.327279363,5.533155964
Otros,92,2,48,2,808.4087137,841.60512,0.011095319,11.2365429
Otros,92,2,48,2,808.4087137,841.60512,3.079802942,5.610445311
Otros,92,2,49,1,766.7727518,751.77711,3.16,5.471867856
Otros,92,2,49,1,766.7727518,751.77711,2.395953846,5.748658467
Otros,92,2,49,1,766.7727518,751.77711,0.753524582,6.905433521
Otros,92,2,49,1,766.7727518,751.77711,14.97680779,3.915937027
Otros,92,2,49,1,766.7727518,751.77711,19.52,6.034653219
Otros,92,2,49,2,855.3960785,895.30889,1.446458562,6.428050589
Otros,92,2,49,2,855.3960785,895.30889,6.09,4.990520706
Otros,92,2,49,1,766.7727518,751.77711,24.94,3.405966943
Otros,92,2,49,2,855.3960785,895.30889,0.704029298,7.148104094
Otros,92,2,49,2,855.3960785,895.30889,5.109109595,5.166143646
Otros,92,2,49,2,855.3960785,895.30889,13.43,4.199677777
Otros,92,2,49,2,855.3960785,895.30889,29.62,3.408718978
Otros,92,2,49,2,855.3960785,895.30889,5.7,6.266540536
Otros,92,2,49,2,855.3960785,895.30889,0.506048161,7.478292221
Otros,92,2,49,2,855.3960785,895.30889,0.810085887,9.00366321
Otros,92,2,49,1,766.7727518,751.77711,0.060590603,9.426055345
Otros,92,2,49,1,766.7727518,751.77711,16.05,3.858009349
Otros,92,2,49,1,766.7727518,751.77711,2.287878394,5.794814961
Otros,92,2,49,1,766.7727518,751.77711,3.95,5.248724305
Otros,92,2,49,1,766.7727518,751.77711,7.7,4.581219555
Otros,92,2,49,1,766.7727518,751.77711,2.239392541,5.816235242
Otros,92,2,49,1,766.7727518,751.77711,0.902010435,6.725569074
Otros,92,2,49,2,855.3960785,895.30889,3.723241637,5.482574091
Otros,92,2,49,1,766.7727518,751.77711,1,6.622439884
Otros,92,2,49,2,855.3960785,895.30889,2.386868962,5.927186338
Otros,92,2,49,1,766.7727518,751.77711,15.8,3.862429944
Otros,92,2,49,1,766.7727518,751.77711,15.75,3.865599518
Otros,92,2,49,2,855.3960785,895.30889,16.27,4.007845866
Otros,92,2,49,2,855.3960785,895.30889,4.266458562,6.428050589
Otros,92,2,49,2,855.3960785,895.30889,3.61,5.513461015
Otros,92,2,49,2,855.3960785,895.30889,0.357562309,7.82561443
Otros,92,2,49,1,766.7727518,751.77711,2.331505719,6.672149465
Otros,92,2,49,2,855.3960785,895.30889,3.475765215,5.551354127
Otros,92,2,49,2,855.3960785,895.30889,1.743430267,6.241314197
Otros,92,2,49,1,766.7727518,751.77711,4.643241637,5.087027133
Otros,92,2,49,2,855.3960785,895.30889,4.515166184,5.289726794
Otros,92,2,49,2,855.3960785,895.30889,12,4.312262137
Otros,92,2,49,1,766.7727518,751.77711,0.060590603,9.426055345
Otros,92,2,49,1,766.7727518,751.77711,4.911128458,5.03093614
Otros,92,2,49,2,855.3960785,895.30889,1.249486856,6.574435835
Otros,92,2,49,2,855.3960785,895.30889,31.2,3.356750692
Otros,92,2,49,1,766.7727518,751.77711,5.505071869,4.916770058
Otros,92,2,49,1,766.7727518,751.77711,0.011095319,11.12367186
Otros,92,2,49,1,766.7727518,751.77711,4.321222774,5.158901472
Otros,92,2,49,1,766.7727518,751.77711,2.83,5.582163172
Otros,92,2,49,2,855.3960785,895.30889,0.339076456,8.362224064
Otros,92,2,49,2,855.3960785,895.30889,25.58,4.79298973
Otros,92,2,49,1,766.7727518,751.77711,0.368067024,7.799877792
Otros,92,2,49,2,855.3960785,895.30889,1.001001004,6.796168284
Otros,92,2,49,1,766.7727518,751.77711,27,3.326603018
Otros,92,2,49,1,766.7727518,751.77711,18.1,6.527129704
Otros,92,2,49,1,766.7727518,751.77711,1.099991572,6.527137366
Otros,92,2,49,2,855.3960785,895.30889,0.060590603,9.600784248
Otros,92,2,49,2,855.3960785,895.30889,6.2,7.020312339
Otros,92,2,49,2,855.3960785,895.30889,0.407057593,7.695969385
Otros,92,2,49,2,855.3960785,895.30889,24.9,3.582300984
Otros,92,2,49,2,855.3960785,895.30889,9.068732334,4.592336298
Otros,92,2,49,1,766.7727518,751.77711,65.7,2.437340958
Otros,92,2,49,2,855.3960785,895.30889,0.456552877,7.581219541
Otros,92,2,49,1,766.7727518,751.77711,0.211095319,8.177885383
Otros,92,2,49,1,766.7727518,751.77711,4.713147321,5.072083978
Otros,92,2,49,2,855.3960785,895.30889,13.99898214,4.158184164
Otros,92,2,49,1,766.7727518,751.77711,0.159581172,8.457642457
Otros,92,2,49,2,855.3960785,895.30889,0.753524582,7.080162424
Otros,92,2,49,1,766.7727518,751.77711,15.3,4.648358858
Otros,92,2,49,2,855.3960785,895.30889,30.13,3.391647434
Otros,92,2,49,1,766.7727518,751.77711,3.9,6.979114828
Otros,92,2,49,2,855.3960785,895.30889,5.42,5.107072972
Otros,92,2,49,2,855.3960785,895.30889,5.8,5.03931087
Otros,92,2,49,1,766.7727518,751.77711,23.5,3.465439463
Otros,92,2,49,2,855.3960785,895.30889,14.7,4.109321293
Otros,92,2,49,1,766.7727518,751.77711,7.3,6.091811633
Otros,92,2,49,2,855.3960785,895.30889,17.8,3.91797033
Otros,92,2,49,2,855.3960785,895.30889,10.6,4.436314786
Otros,92,2,49,1,766.7727518,751.77711,5.01213789,5.051298431
Otros,92,2,49,1,766.7727518,751.77711,11.36,4.19234147
Otros,92,2,49,2,855.3960785,895.30889,4.020213342,5.405833816
Otros,92,2,49,1,766.7727518,751.77711,25.6,3.379847532
Otros,92,2,49,2,855.3960785,895.30889,24.88,6.209382122
Otros,92,2,49,2,855.3960785,895.30889,0.159581172,8.63237136
Otros,92,2,49,2,855.3960785,895.30889,8.2,5.665766676
Otros,92,2,49,1,766.7727518,751.77711,2.356552877,7.406490638
Otros,92,2,49,1,766.7727518,751.77711,0.07,9.281699921
Otros,92,2,49,1,766.7727518,751.77711,0.57,7.184558802
Otros,92,2,49,2,855.3960785,895.30889,0.506048161,7.478292221
Otros,92,2,49,1,766.7727518,751.77711,9.761666313,4.343976769
Otros,92,2,49,1,766.7727518,751.77711,7.03942568,4.670913296
Otros,92,2,49,1,766.7727518,751.77711,8.8,4.447688162
Otros,92,2,49,1,766.7727518,751.77711,1.84,6.012674312
Otros,92,2,49,1,766.7727518,751.77711,0.803019867,6.841815708
Otros,92,2,49,2,855.3960785,895.30889,5.9,5.022216436
Otros,92,2,49,2,855.3960785,895.30889,1.453524582,6.423177434
Otros,92,2,49,2,855.3960785,895.30889,2.139392541,6.036646858
Otros,92,2,49,2,855.3960785,895.30889,35.6,3.224823149
Otros,92,2,49,2,855.3960785,895.30889,0.110085887,9.00366321
Otros,92,2,49,2,855.3960785,895.30889,2.436364246,5.906661922
Otros,92,2,49,2,855.3960785,895.30889,26.3,3.527599848
Otros,92,2,49,2,855.3960785,895.30889,4.7,7.490315968
Otros,92,2,49,2,855.3960785,895.30889,1.001001004,6.796168284
Otros,92,2,49,1,766.7727518,751.77711,3.05,6.673733178
Otros,92,2,49,2,855.3960785,895.30889,9.9,8.4066067
Otros,92,2,49,2,855.3960785,895.30889,3.953524582,5.422561307
Otros,92,2,49,2,855.3960785,895.30889,0.110085887,9.00366321
Otros,92,2,50,2,904.0819685,951.25,2.4,5.982308172
Otros,92,2,50,2,904.0819685,951.25,1.594944414,6.390938023
Otros,92,2,50,2,904.0819685,951.25,0.654534014,7.281608635
Otros,92,2,50,1,812.8741493,798.75,13.8,6.420683741
Otros,92,2,50,2,904.0819685,951.25,0.209076456,8.422832185
